POST_ID,POST_LINK,IMAGES_ID,Text,Text Type,MEDIA_URL,Text OCR,Language of Text,Hate Speech,Profane,Sentiment,Targeted Insult
P:1581152393789865984,,,"RT @GemsofReply: @LicypriyaK At least change your dress before your photo shoots 

Both are different place.",Caption,,,,,,,
P:1581152356347310080,,,"RT @GemsofReply: @vairaagini It’s natural.
Girls at that age do get attracted towards dumb,rich, good looking guy",Caption,,,,,,,
P:1581147619367477249,,,@SupriyaShrinate खिसियानी बिल्ली खम्भा नोचे .....,Caption,,,,,,,
P:1581141170327269377,,,"RT @Lancegooden: Wholesale inflation is up 8.5% from a year ago.

I'd like to speak with the 17 Nobel Prize-winning economists who said Bid…",Caption,,,,,,,
P:1580978925370757120,,FfDDhfRaUAAqjZ-.jpg,भगवान श्री कृष्ण अपने मामा के साथ 🙌 https://t.co/SsYZPWeA84,Caption,https://pbs.twimg.com/media/FfDDhfRaUAAqjZ-.jpg,,,,,,
P:1580958504059539458,,FfBDl2waUAEvcT9.jpg,RT @IamAjaySehrawat: स्कूल की बच्चियों को हिजाब पहनवाओ और खुद लिबरल बन जाओ 👏 https://t.co/EQ95n1Fhlt,Caption,https://pbs.twimg.com/media/FfBDl2waUAEvcT9.jpg,,,,,,
P:1580939560695246849,,YFIHd5dhwxFNr93D.jpg,"Meet Congress National Spokesperson 

 https://t.co/S7LIpZFzvy",Caption,https://pbs.twimg.com/ext_tw_video_thumb/1580871304324206594/pu/img/YFIHd5dhwxFNr93D.jpg,,,,,,
P:1580939187347685378,,,RT @damiengayle: Activists with @JustStop_Oil have thrown tomato soup on Van Gogh’s Sunflowers at the national Gallery and glued themselves…,Caption,,,,,,,
P:1580918041982144512,,,@drshamamohd Yea Independent since 2014,Caption,,,,,,,
P:1580912789744685058,,,@_sayema The one who thinks hijab is more important than educating their daughters in School uniform,Caption,,,,,,,
P:1580912329897967618,,,"Open challenge to Congress Members :

Go to a restaurant of your choice and order a Paratha.
The GST will be 5% and… https://t.co/y48XZnYmhE",Caption,,,,,,,
P:1580903373662212099,,,"@sardesairajdeep Never knew that :

AIIMS
Vande Bharat Express
New Metro rail
Rajpipala Medical college
New Multimo… https://t.co/edX6GjZ6yx",Caption,,,,,,,
P:1580885764354715649,,FfBvN9WUoAICVZy.jpg,@Martina Only a thug support another thug and form mutual thug society https://t.co/AWPGivLS8c,Caption,https://pbs.twimg.com/media/FfBvN9WUoAICVZy.jpg,,,,,,
P:1580879073575723008,,,"RT @Schuldensuehner: To put things into perspective: Average #inflation in the world has jumped to 10.2%, the first double-digit increase s…",Caption,,,,,,,
P:1580874184024293376,,FfBksGYUYAAD39J.jpg,"किसे मालूम था ये बच्चा आगे चल कर  ""कमल"" खिलाएगा। https://t.co/IviHK2CLcJ",Caption,https://pbs.twimg.com/media/FfBksGYUYAAD39J.jpg,,,,,,
P:1580867835223769088,,FfBebrDaEAAbg-2.png,"Remember How darbaris like Sekhar Gupta and co. spread rumours about Toyota halting Indian expansions in 2020.

Tod… https://t.co/6wNSQWG2IK",Caption,https://pbs.twimg.com/media/FfBebrDaEAAbg-2.png,,,,,,
P:1580866771825065984,,,RT @jananisampath: When men start wearing hijab as a 'choice',Caption,,,,,,,
P:1580861590571978752,,,@Bhabeshbarik Service charge goes to Restaurant,Caption,,,,,,,
P:1580856585987186688,,FfBUkdwaAAAlGg-.jpg,Partial Lockdown in China after Covid19 resurfaces https://t.co/orfbKJJaaM,Caption,https://pbs.twimg.com/media/FfBUkdwaAAAlGg-.jpg,,,,,,
P:1580855808983969792,,FfBT9H2aEAE4cCh.jpg,"मोदी जी के आने से पहले नेताओं ने ठीक वैसे ही देश को लूटा था, 
जैसे Jio के आने से पहले बाकी सारी टेलीकॉम कंपनीयों ने… https://t.co/Vh0LDXTcie",Caption,https://pbs.twimg.com/media/FfBT9H2aEAE4cCh.jpg,,,,,,
P:1580854741491666945,,,"Taxes on Restaurant Food Bill / Takeaway 

2014     24%  - Congress Govt
2021      5%   - Modi Govt

A sharp declin… https://t.co/idxpvVBBhs",Caption,,,,,,,
P:1580854486578655232,,,"@ArvindKejriwal Tax on fresh Roti/Parantha eaten in Restaurant or in takeaway 

5%    - Modi Govt 
20% - UPA Govt… https://t.co/pQn1ad82Xu",Caption,,,,,,,
P:1580853774159347712,,FfBSEoNakAIQIeB.png,"Why ???? 
Let the truth come out https://t.co/U8oqKWDiyG",Caption,https://pbs.twimg.com/media/FfBSEoNakAIQIeB.png,,,,,,
P:1580846614679523328,,FfBLnTtUoAAWY9I.jpg,इसीलिए तो सोनिया गांधी और राहुल गांधी को ₹5000 करोड़ के नेशनल हेराल्ड घोटाले में जल्दी ही जमानत मिल गई थी https://t.co/bldNq8Q5Az,Caption,https://pbs.twimg.com/media/FfBLnTtUoAAWY9I.jpg,,,,,,
P:1580844136437272576,,FfBJXDUUoAAY8FA.jpg,Aamir Khan is proving a liability for any brand he is endorsing. https://t.co/kOqgzXGZsk,Caption,https://pbs.twimg.com/media/FfBJXDUUoAAY8FA.jpg,,,,,,
P:1580843462408441863,,FfBIvfmVEAAhSgV.jpg,Man threatens to bomb his wife’s residence https://t.co/fs9dvrIJRe,Caption,https://pbs.twimg.com/media/FfBIvfmVEAAhSgV.jpg,,,,,,
P:1580841272642011137,,FfBGo8xUcAAxlP6.jpg,"Rana Ayyub collected ₹2.7 crore for covid19 relief but spent only ₹29 lakh for that purpose. 
Rest of the money was… https://t.co/VC5uKi18Bb",Caption,https://pbs.twimg.com/media/FfBGo8xUcAAxlP6.jpg,,,,,,
P:1580838676653047809,,,"@ROVEE8 On Aug 28 2013, Rupee hit 69 to USD under UPA Economist Prime Minister Sri Manmohan Singh ji

A sharp 25% depreciation in 2013",Caption,,,,,,,
P:1580837078908432385,,,"Tax on fresh Roti/Parantha eaten in Restaurant or in takeaway 

5%    - Modi Govt 
20% - UPA Govt 

_______________… https://t.co/SVTrIMnDoQ",Caption,,,,,,,
P:1580831270749188096,,,Seriously…  this is the standard of Indian Media https://t.co/JQSPPqSgnI,Caption,,,,,,,
P:1580830150584737792,,FfA8o3BUcAENM7x.jpg,करवा ली बेइज़्ज़ती अपनी @SupriyaShrinate ??? https://t.co/hqnu1Br6lp,Caption,https://pbs.twimg.com/media/FfA8o3BUcAENM7x.jpg,,,,,,
P:1580826521400266752,,,@surnell Congratulations 🎉,Caption,,,,,,,
P:1580820258046193665,,,Fresh Roti or Paratha eaten in Resturant will attract only 5% GST only. Pre GST time they use to attract 20%+ taxes… https://t.co/I3f3mh1Ug2,Caption,,,,,,,
P:1580820066215395328,,,"@SupriyaShrinate “The ordinary or any parota, served for consumption by a restaurant, or a take away, would attract… https://t.co/ZNhhnEoFfX",Caption,,,,,,,
P:1580819832802377728,,,@SupriyaShrinate Fresh Roti or Paratha eaten in Resturant will attract only 5% GST only. Pre GST time they use to a… https://t.co/M0a2QmaGZU,Caption,,,,,,,
P:1580819607304052736,,#NAME?,"This is how Pakistan Finance minister got a rousing welcome in USA 

 https://t.co/0phFJ1CG71",Caption,https://pbs.twimg.com/ext_tw_video_thumb/1580543881493774336/pu/img/-ACvWTEiUlgA7aUs.jpg,,,,,,
P:1580819213588889600,,FfAysaPUAAAzBU4.jpg,@ActivistSandeep अंतर देखो https://t.co/G6P7Qn2USE,Caption,https://pbs.twimg.com/media/FfAysaPUAAAzBU4.jpg,,,,,,
P:1580811129197981697,,FfArV1KVIAAO38w.jpg,Swain caught peddling lies https://t.co/yTBYmh39Ll,Caption,https://pbs.twimg.com/media/FfArV1KVIAAO38w.jpg,,,,,,
P:1580808222231134208,,FfAnGe6agAE52Ud.jpg,TMC leader's domestic help earning Rs 20000 monthly salary owns land worth Rs 7.7 crore whose market value is Rs 12… https://t.co/8Pv11EFH2J,Caption,https://pbs.twimg.com/media/FfAnGe6agAE52Ud.jpg,,,,,,
P:1580800698677350401,,FfAhw7gaMAMImUM.jpg,Year wise DBT transfers to the targeted beneficiaries https://t.co/tKT2woCV7r,Caption,https://pbs.twimg.com/media/FfAhw7gaMAMImUM.jpg,,,,,,
P:1580799940485607424,,,"Mobile Phone exports from India

Year         Rs in Cr

2017-18      1300
2018-19      11500
2019-20     30000
2022… https://t.co/iwaLrStu69",Caption,,,,,,,
P:1580798759801597952,,FfAfrumaAAETcod.jpg,"“India’s direct benefit scheme(DBT) is a logistical marvel.” says IMF.

A rough estimate suggests that India saves… https://t.co/aaxNHTRw7f",Caption,https://pbs.twimg.com/media/FfAfrumaAAETcod.jpg,,,,,,
P:1580797370329333760,,FfAevkJaMAIkWFa.jpg,"India to be world's No. 3 economy by FY28: IMF

It is currently ranked 5th in nominal GDP 

It used to rank 10th in… https://t.co/zipT4oKPZ2",Caption,https://pbs.twimg.com/media/FfAevkJaMAIkWFa.jpg,,,,,,
P:1580791745410842625,,nwdbPeQEtSja5Qvw.jpg,"Today India accounts for 40% of Total digital transactions in the world.

This was less than 3% in 2014.

These mil… https://t.co/IgazWz5UNB",Caption,https://pbs.twimg.com/ext_tw_video_thumb/1580791635826601985/pu/img/nwdbPeQEtSja5Qvw.jpg,,,,,,
P:1580788844760551426,,,"Moonlighting is an old concept.
Every leftist supporter was a part-time congress supporter and full-time CPIM suppo… https://t.co/MkBpIYPiQM",Caption,,,,,,,
P:1580788252168323072,,FfAWMS7akAEPO38.png,"Total DBT transfer since 2013 - 25,66,117 crores . 

Transfer during Congress Govt(13-14) - 28 crs 

But Ex-FM on b… https://t.co/hzSPZCAqvC",Caption,https://pbs.twimg.com/media/FfAWMS7akAEPO38.png,,,,,,
P:1580774465264267264,,FfAJ_tmVsAEwuqQ.jpg,"@PChidambaram_IN Total DBT transfer since 2013 - 25,66,117 crores . 

Transfer during Congress Govt(13-14) - 28 crs… https://t.co/J53eWmpaKR",Caption,https://pbs.twimg.com/media/FfAJ_tmVsAEwuqQ.jpg,,,,,,
P:1580774355843194880,,FfAJ5VAVsAAG2vI.jpg,"@PChidambaram_IN Total DBT transfer since 2013 - 25,66,117 crores . 

Transfer during Congress Govt(13-14) - 28 crs… https://t.co/qfrMqTZzmi",Caption,https://pbs.twimg.com/media/FfAJ5VAVsAAG2vI.jpg,,,,,,
P:1580571833048260608,,,RT @KanoongoPriyank: पश्चिम बंगाल के हुगली ज़िले में अलग-अलग घटनाओं  में दो बच्चियों के हत्या व यौन शोषण किए जाने की शिकायत के प्रकरणों की…,Caption,,,,,,,
P:1580552199767470080,,,"आज का नारा ::

न रहे मुलायम - काशीराम, 
चारो तरफ गूंज रहे हैं जय श्री राम https://t.co/8bnUnwLfRA",Caption,,,,,,,
P:1580550723154378753,,Fe8-RW0aEAcb0rW.jpg,Another land mark judgement : https://t.co/OcCHBibaH7,Caption,https://pbs.twimg.com/media/Fe8-RW0aEAcb0rW.jpg,,,,,,
